time,value
0.0,0.11042732241752902
0.1,-0.07409784809408804
0.2,0.2717924774542624
0.30000000000000004,0.4302949562178475
0.4,0.4625655016561847
0.5,0.2991976020806669
0.6000000000000001,0.4200606194582881
0.7000000000000001,0.6945170726840322
0.8,0.7660645476526257
0.9,0.5918270770801766
1.0,0.6168756271049894
1.1,0.7580220795582314
1.2000000000000002,0.8288231827271317
1.3,1.0995680987468708
1.4000000000000001,0.971248125661325
1.5,0.9893488623437173
1.6,1.0402953675446818
1.7000000000000002,0.9083504538215554
1.8,0.940664775898359
1.9000000000000001,1.1567540089831387
2.0,0.9551550457816246
2.1,0.8116601464934557
2.2,0.9121887142899189
2.3000000000000003,0.6719830607913531
2.4000000000000004,0.4121870094648862
2.5,0.516492136329745
2.6,0.5333763465458523
2.7,0.3208003521454088
2.8000000000000003,0.3680755216368695
2.9000000000000004,0.20273190754032652
3.0,0.2723156341081224
3.1,-0.0760547056545325
3.2,-0.1176874656337567
3.3000000000000003,-0.30457827926428876
3.4000000000000004,-0.17845289675516435
3.5,-0.40953538621771146
3.6,-0.5035059095555352
3.7,-0.5694064397701104
3.8000000000000003,-0.8176305649694884
3.9000000000000004,-0.788109363230242
4.0,-0.8377924586002339
4.1000000000000005,-0.7225156768410891
4.2,-0.7560244619876823
4.3,-0.8398093591229592
4.4,-0.7236408624705514
4.5,-0.9648269547360232
4.6000000000000005,-1.0839623919976253
4.7,-0.9101276102205973
4.800000000000001,-0.8529363392267827
4.9,-1.1110933768330162
5.0,-0.8761219074258725
5.1000000000000005,-0.9016926143082186
5.2,-0.8709407231515709
5.300000000000001,-0.6819517552042037
5.4,-0.7644851060627684
5.5,-0.6366298277111027
5.6000000000000005,-0.86436212799229
5.7,-0.47082273686559295
5.800000000000001,-0.6456049715667947
5.9,-0.27837361570115604
6.0,-0.235770041402574
6.1000000000000005,-0.07752184418282337
6.2,-0.1670406584902154
6.300000000000001,0.09248846289408191
6.4,0.07785952059545685
6.5,0.38046748685927984
6.6000000000000005,0.3077868404038998
6.7,0.4587507175955845
6.800000000000001,0.3975425775539533
6.9,0.4064893786069831
7.0,0.8121253088932796
7.1000000000000005,0.7048921770695614
7.2,0.6656410151140286
7.300000000000001,0.7838893744797569
7.4,0.9938431553154787
7.5,1.0017251931863314
7.6000000000000005,1.0639916747372489
7.7,0.99779165996605
7.800000000000001,0.8766722501676664
7.9,0.9517798421867442
8.0,1.0706661387558627
8.1,0.8982709532079624
8.200000000000001,1.0995649266516234
8.3,0.8993738757455778
8.4,0.9734671282789128
8.5,0.7827067125688381
8.6,0.7293967899145859
8.700000000000001,0.6598190317152147
8.8,0.7039809143824792
8.9,0.6282591173751944
9.0,0.3648094898140237
9.1,0.32957969268556103
9.200000000000001,0.22583074831044264
9.3,0.08230489237603596
9.4,0.0030040476069927748
9.5,-0.03249029504636798
9.600000000000001,-0.05913025376139269
9.700000000000001,-0.20899701535930432
9.8,-0.22631814036790776
9.9,-0.7543908332333762
