Annual Return (AR),Sharpe Ratio,Sortino Ratio,Max Drawdown (MDD),Calmar Ratio,Win Rate,Volatility (Annual),Alpha,Beta,IRR,Profit Factor,Ticker
0.3916540457490021,0.9600355955160483,1.4426633064139294,0.4571305499129623,0.8567662909940564,0.5037183936539414,0.4107999863276637,0.36532499491537407,0.09149275095068145,0.3916540457490021,1.2086138245153732,NFLX
0.2944062757297563,0.9941309216772223,1.5244350526184882,0.42913369594414347,0.6860479112040565,0.5230540406544373,0.2782106768557838,0.25885887078414876,0.07924608746584073,0.2944062757297563,1.2127341450047444,DE
0.21948049143893456,0.8652198349688368,1.2111208430082767,0.3113778382713997,0.7048686979695498,0.5176003966286564,0.23951731641670732,0.19574266089298975,0.10778907891584377,0.21948049143893456,1.1894940979921311,AMT
0.15274991573973606,0.7704050826770737,1.12607807697431,0.19133620649260843,0.7983325191807699,0.5215666831928607,0.1794197895394286,0.14069322448781765,-0.05552869629231703,0.15274991573973606,1.1788499819561111,KO
0.17641592669167827,0.5918866611198476,0.9258502226179104,0.38173389502566696,0.4621437315117549,0.4997521070897372,0.3343981510216855,0.19990603825347372,-0.018404442856267085,0.17641592669167827,1.1289801338980157,BA
0.4256851511155215,1.2788460308977205,1.9518650052495095,0.3267769175849559,1.3026781519990662,0.525532969757065,0.29612751318073394,0.36817636155873973,0.06568884643305763,0.4256851511155215,1.2598658804021554,SCHW
0.304919602277653,1.0846457218072905,1.4868613124824035,0.25964640916500775,1.1743647957937817,0.5299950421417947,0.2577401974497754,0.2718045593325844,0.06806058439237539,0.304919602277653,1.2406950517232886,JPM
0.20511318996564998,0.7868409316235296,1.1213360242139816,0.3257630613675578,0.6296391896140158,0.5349529003470501,0.25221991644031033,0.19606059620662997,0.0689155879037257,0.20511318996564998,1.1641354386461715,XOM
0.17294358630564632,0.6504282907849155,0.8666022411898269,0.2566075912848734,0.6739613019228752,0.526524541398116,0.27095507352709497,0.211794429432267,-0.15988776357098214,0.17294358630564632,1.1451310222941913,MSFT
-0.07452169658876884,-0.09079128430803249,-0.12144102686773234,0.7706811710222355,-0.09669588331828954,0.5081804660386713,0.35878266068193093,-0.05825885774623203,0.28699671305649394,-0.07452169658876884,0.993805384848273,BHP
0.327006859769426,0.9829105803198311,1.5223326764815883,0.32271933979852196,1.013285599721358,0.5061973227565691,0.3187430677651696,0.31220159475392883,-0.016681864652750504,0.327006859769426,1.219867281034578,GE
0.1563368553970379,0.8388628818387186,1.1798196109749393,0.21393588615625223,0.7307649885482712,0.4997521070897372,0.16574662850677324,0.14820672127662265,-0.15887097268510783,0.1563368553970379,1.1889041521754113,JNJ
0.09661051679092525,0.44293224103996587,0.624077375400589,0.40435221348524053,0.23892664258767976,0.5200793257312841,0.21504952205336,0.05910439433966651,0.23070132565578808,0.09661051679092525,1.1045750203022593,COST
0.38198265290541644,1.2652046034960933,1.7443818313227977,0.22190965773084168,1.7213430763285222,0.5453644025780863,0.2684961413096172,0.32815907901240016,0.06476160273824765,0.38198265290541644,1.2810543653011919,GOOG
0.5863445491122694,1.217702409971315,1.6899394498683804,0.3759123947618222,1.5597904120287835,0.5250371839365394,0.4447204478561993,0.40541348339262356,0.25770517882708954,0.5863445491122694,1.2580595828871035,NVDA
0.24501216554769578,0.9013773780223421,1.28507597934269,0.2666928985903495,0.918705248031534,0.5384234010907288,0.257982201865114,0.2139490664389063,0.12291870891017152,0.24501216554769578,1.1890971470966867,EQIX
0.3142269746453199,1.052837506527851,1.6124935975513603,0.38229948309978656,0.8219393133819681,0.5235498264749628,0.27701976577680104,0.2857665085791909,0.04519027150700945,0.3142269746453199,1.2167819748478597,CAT
0.6344697871411176,1.104678174205734,1.9459437593249542,0.5281192727717657,1.2013759388313645,0.48636588993554786,0.5666938979518469,0.5002248492125877,0.22158268211444526,0.6344697871411176,1.2375357474981763,AMD
0.22878780746886207,0.7993104688482062,1.1368251806548373,0.3293741965679887,0.6946136335292318,0.5156172533465543,0.28297309733216075,0.23501896149941578,-0.08159880282791966,0.22878780746886207,1.1683825682929536,BAC
-0.017756801535976585,0.01590887712100533,0.02070864274786559,0.5389806083988473,-0.03294515843292918,0.49876053544868615,0.2906389015433126,-0.026336555597004433,0.13794212542395123,-0.017756801535976585,1.0155735034165385,AAPL
